;Class;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;ID;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;CreationTime;Source;Target;Total
432;MainTable;2;5;1;11;38;24;5;142;369;35;5;0;47;190;465;27;22;679;361;15;316;14.7;2;14;9.21;21;7;2.14;3.52;237;482;99;49.5;62;11.4;10;0;15;15;116;0.8;0;0;248;17;30;149;1130651965;0;3;3
433;MainTableColumn;0;0;0;0;6;4;0;6;56;11;1;7;8;37;0;12;11;147;84;19;34;8.2;1;11;4.73;12;6;1.83;2.55;238;110;28;28;6;5.2;7;0;3;3;27;0.8;0;0;53;9;8;26;1449134805;0;0;0
434;MainTableDataModel;0;1;0;1;7;2;4;12;115;11;1;0;19;38;3;7;8;0;0;0;0;0;0;0;0;0;0;0;0;239;208;47;7.8;12;5.5;14;0;1;1;5;0.1;0;0;90;14;21;6;1459805230;0;0;0
435;MainTableFormat;0;0;0;0;3;12;0;20;67;9;1;0;9;33;0;3;8;169;67;25.4;53;22.5;1;7;5.86;16;4;1.93;3.43;240;100;24;24;16;13.8;3;0;2;2;20;0.7;0;0;43;5;7;96;1130651965;0;0;0
436;MainTableHeaderRenderer;0;0;0;0;3;0;0;5;26;2;1;0;0;8;0;1;2;53;21;14.3;6;32.1;1;2;5.5;5;4;1.67;3;241;28;5;5;2;6.7;2;0;1;1;5;0.6;0;0;10;2;2;2;1456925421;0;0;0
437;MainTableNameFormatter;0;0;0;0;4;0;1;5;16;2;1;0;3;8;1;2;2;42;22;22.7;9;23.8;1;1;16;6;3;1.73;6;242;26;11;11;7;21.2;1;0;3;3;46;5.9;0;0;16;2;1;4;1449846303;0;0;0
438;MainTableSelectionListener;0;0;0;1;50;31;2;94;322;32;1;0;43;165;210;1;19;576;301;26.2;234;18.8;1;26;8.54;21;9+;3;4.96;243;418;114;114;81;16.2;7;0;19;17;159;1.3;2;0;219;8;23;123;1364106558;0;0;0
439;ManageJournalsAction;0;0;0;0;0;0;0;2;11;2;0;0;4;10;0;1;2;43;17;0;9;34.9;1;2;3.5;1;2;1;1;219;21;2;2;0;0;2;0;1;1;5;0.8;0;0;7;2;2;25;1364106558;0;0;0
440;ManageJournalsPanel;1;1;1;3;11;3;1;50;278;25;5;0;26;148;200;7;3;684;352;0;483;3.7;2;1.5;91.33;3;4;2.45;3;220;567;81;13.5;8;1.4;4;0;4;2;15;0.1;2;0;303;4;28;100;1364106558;0;0;0
441;ManageKeywordsAction;0;0;0;0;15;19;1;110;249;15;0;0;31;137;63;5;2;426;249;13.7;214;11;4;3.75;12.27;12;5;1.94;3.6;148;308;54;54;29;8.6;1;0;4;4;39;0.4;0;0;180;2;8;71;1364106558;0;0;0
442;MarkEntriesAction;0;0;0;0;1;0;0;9;35;6;0;0;14;43;5;3;5;111;63;15.9;35;18;1;5;7.4;4;4;1.81;2.2;323;76;9;9;2;2.6;1;0;3;2;10;0.4;0;1;34;2;4;31;1364106558;0;0;0
443;MassSetFieldAction;0;0;0;1;12;14;0;73;194;13;0;0;19;97;28;3;2;325;192;13;178;18.2;2;4.5;15.56;13;5;1.85;4.78;149;237;40;40;35;12.9;1;0;3;3;39;0.5;0;0;143;2;7;58;1364106558;0;0;0
444;MatcherSet;0;0;0;0;0;0;1;0;21;5;1;2;1;17;0;6;5;60;23;8.7;11;25;1;4;3;4;3;1.35;1.75;632;33;9;9;0;0;2;0;3;3;30;3;0;0;12;2;4;3;1455726212;0;0;0
445;MatcherSets;0;0;0;0;0;0;1;0;6;2;1;0;4;5;1;3;2;19;8;25;2;0;2;0.5;4;3;3;1.5;3;633;14;4;2;0;0;3;0;1;1;5;1.2;0;0;3;3;1;1;1455726212;0;0;0
446;MatchesHighlighter;0;0;0;0;3;0;3;6;25;2;1;0;0;17;1;2;2;54;23;13;12;27.8;1;1;15;5;3;1.65;5;626;28;6;6;12;30;1;0;4;4;60;7.1;0;0;15;2;1;5;1456177827;0;0;0
447;MedlineFetcher;0;1;2;5;7;12;3;20;109;10;1;0;12;58;39;1;6;272;131;13.7;86;14.7;1;8;11.38;13;6;2.47;3.71;375;185;38;19;14;7;5;0;9;9;92;1.7;0;0;91;6;9;83;1080590592;3;0;3
448;MedlineHandler;0;0;0;12;9;33;7;28;280;8;2;0;3;43;10;2;4;547;374;31;168;10.2;1;6;49;60;5;2.42;21.5;392;472;127;127;41;8;0;0;43;41;345;2.4;2;0;292;0;5;71;1080590592;0;0;0
449;MedlineImporter;0;0;0;1;4;0;1;11;39;8;0;0;5;31;26;5;7;133;60;8.3;30;24.1;2;4;4.5;4;6;1.75;1.86;393;80;18;18;14;14.9;0;38;5;3;45;1.9;2;0;34;1;6;37;1364106558;0;0;0
450;MedlinePlainImporter;0;0;0;0;24;27;3;92;273;17;0;0;7;71;130;3;6;416;276;33.7;232;8.7;1;14;17.29;49;7;3.17;9.07;394;340;123;123;16;4.5;0;0;23;23;268;2.6;0;0;222;1;14;46;1440082400;2;0;2
451;MergeDialog;0;0;0;0;0;0;0;4;48;9;6;0;7;41;16;2;6;134;75;0;66;16.4;2;2;10.25;1;3;1.39;1;122;94;7;7;5;5.1;5;0;2;2;245;8.7;0;0;41;6;6;28;1364106558;0;0;0
452;MergeEntries;0;0;0;0;42;30;1;125;336;20;1;0;25;162;114;4;6;546;303;6.3;331;14.1;1;5;43.4;20;6;1.88;4.8;250;418;68;68;45;9.7;2;0;14;14;126;1;0;0;250;5;11;47;1443871620;0;0;0
453;MergeEntriesDialog;0;0;0;0;0;0;0;4;32;5;6;0;19;53;0;1;1;139;73;1.4;71;25.2;1;4;11.75;1;3;1.6;1;251;81;4;4;14;14.7;1;0;2;2;245;10.1;0;0;47;2;2;60;1354408154;0;0;0
454;MergeEntryDOIDialog;0;4;0;4;14;4;2;9;73;5;6;0;19;68;4;2;1;196;107;10.3;110;18.9;1;3;24.67;11;5;2.09;5;252;126;16;16;15;10.6;1;0;4;4;260;6.9;0;0;77;2;3;39;1443871620;0;0;0
455;MessageHandler;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0;7;1;8;3;0;0;0;1;1;0;0;1;0.33;0;620;5;0;0;0;0;2;0;1;1;5;3.3;0;0;0;2;1;4;1438214712;0;0;0
456;MetaData;0;0;0;0;17;6;1;28;185;40;1;0;14;105;688;67;36;458;165;4.2;217;19;1;5;23;7;5;1.66;2.75;414;305;89;89;40;11.6;22;0;3;3;26;0.3;0;0;145;29;33;136;1364106558;38;0;38
457;MetaDataChange;0;3;1;4;1;0;0;2;56;9;0;0;11;37;0;1;7;137;75;13.3;42;13.1;2;5.5;3.36;6;5;2.05;1.45;28;94;12;6;0;0;4;0;1;1;5;0.2;0;0;35;4;8;27;1364106558;6;0;6
458;MimeTypeDetector;0;0;0;1;0;0;1;4;14;4;1;0;2;16;4;3;2;30;19;5.3;12;0;1;2;4;2;3;1.21;2;487;23;6;6;0;0;2;0;2;2;35;5.1;0;0;7;2;2;14;1467979618;0;0;0
459;MinifyNameListFormatter;0;0;0;0;1;0;0;2;19;7;1;0;2;19;21;3;6;80;30;16.7;9;21.3;1;6;3.17;6;3;1.63;2;479;47;16;16;12;20.3;0;26;2;2;25;1.8;0;0;19;1;6;3;1459521143;0;0;0
460;MnemonicAwareAction;0;0;0;0;0;0;7;4;24;3;2;33;1;18;3;33;3;59;24;20.8;13;37.3;1;3;5;4;4;2;2.67;150;31;6;6;5;13.9;1;0;3;3;15;1.6;0;0;13;2;3;23;1364106558;0;3;3
461;MODSDatabase;0;0;0;0;3;0;0;8;30;5;1;0;5;24;2;1;3;88;44;11.4;19;22.7;1;4;6;3;4;1.61;2.25;591;55;8;8;2;3.5;3;0;1;1;5;0.3;0;0;24;4;4;21;1364106558;0;0;0
462;MODSEntry;0;0;3;3;6;24;0;50;182;11;1;0;9;67;39;1;3;333;210;18.1;169;10.8;1;10;15.6;16;6;2.64;4.9;592;257;47;47;13;4.8;1;0;19;16;134;1.7;0;3;152;1;10;52;1364106558;0;0;0
463;ModsExportFormat;0;0;0;0;2;0;1;1;17;2;0;0;7;23;1;1;2;73;39;7.7;20;26;1;3;6.33;4;4;1.49;2.33;52;47;8;8;2;4.1;0;0;4;3;35;2.5;0;1;17;0;2;32;1364106558;0;0;0
464;MonitoredURLDownload;0;0;0;0;1;0;1;0;8;2;1;0;2;4;1;4;2;22;10;0;3;0;1;1;2;1;2;0.5;1;253;16;2;2;0;0;2;0;2;2;35;7.3;0;0;2;2;1;2;1438214972;0;0;0
465;MonthUtil;0;0;0;0;2;0;1;5;49;6;1;0;2;20;3;12;5;139;38;21.1;17;22.3;1;8;3;5;4;1.95;2.33;702;86;22;7.3;17;16.5;9;0;2;2;35;1.4;0;0;32;14;8;15;1447363381;0;0;0
466;MoveFileAction;0;0;0;0;12;14;0;55;124;3;2;0;19;59;0;1;2;217;120;26.7;104;15.2;1;2;44.5;37;8;3.33;19;75;164;36;36;16;8.9;1;0;11;11;115;2.3;0;0;81;2;2;60;1364106558;0;0;0
467;MoveFilesCleanup;0;1;0;1;5;4;0;26;62;2;1;0;8;29;0;2;2;94;51;17.6;41;14.9;1;2;17;11;4;1.92;6;447;65;15;15;1;1.5;2;18;4;4;59;3;0;0;36;2;2;4;1460037394;0;0;0
468;MoveGroupChange;0;0;0;0;0;0;4;0;23;5;1;0;1;6;2;4;5;54;19;0;0;38.9;1;5;1.6;1;2;1.32;1;499;25;1;1;4;13.8;1;0;1;1;5;0.7;0;0;8;2;1;3;1455911924;0;0;0
469;MSBibConverter;0;0;0;0;7;14;1;7;47;4;1;0;8;36;6;1;2;143;79;35.4;80;7.7;1;3;21.67;33;4;2.2;12.67;596;108;36;36;11;9.2;2;0;10;10;85;2.6;0;0;65;2;3;1;1464948628;0;0;0
470;MSBibDatabase;0;0;0;0;4;0;0;18;52;6;1;0;7;43;0;2;4;132;79;11.4;43;15.9;1;5;9.6;5;4;1.71;2.8;597;93;15;15;3;3.1;4;0;3;3;13;0.5;0;0;47;5;5;31;1364106558;0;0;0
471;MSBibEntry;0;0;0;0;6;15;1;43;185;13;1;0;3;60;42;3;5;322;206;14.6;158;9.9;1;12;12.58;15;4;1.94;3.83;598;248;51;51;14;5.3;29;0;32;32;314;4.2;0;0;152;29;12;71;1364106558;0;0;0
472;MSBibEntryType;0;0;0;0;0;0;0;0;3;4;2;0;0;7;4;2;2;30;2;0;0;30;1;0;0;0;0;0;0;599;20;0;0;6;23.1;0;0;18;18;39;6.5;0;0;0;1;0;1;1464948628;0;0;0
473;MSBibExportFormat;0;0;0;0;2;0;1;1;16;2;0;0;7;23;1;3;2;74;39;7.7;20;25.7;1;3;6.33;4;4;1.46;2.33;51;47;8;8;2;4.1;0;0;4;3;35;2.5;0;1;17;0;2;32;1364106558;0;0;0
474;MsBibImporter;0;0;1;1;2;0;0;3;18;6;0;0;3;19;15;4;6;85;32;3.1;13;30.6;1;5;2.8;3;3;1.13;1.4;395;46;8;8;6;11.5;0;0;4;2;15;1.1;2;0;13;1;5;30;1364106558;0;0;0
475;MSBibMapping;0;0;0;0;0;0;1;8;33;8;1;0;5;18;22;2;7;130;93;0;83;8.5;1;6;5.33;1;2;1.75;1;600;102;6;6;11;9.7;7;0;9;9;57;1.9;0;0;77;7;6;2;1464948628;0;0;0
476;MySQL;0;0;0;1;0;0;1;7;33;8;1;0;7;30;28;1;6;137;47;36.2;21;0;1;6;4.83;9;4;1.94;2.33;732;117;21;21;0;0;1;79;11;11;84;2.4;0;0;21;1;6;2;1460967089;0;0;0
477;NamedCompound;0;0;0;0;0;0;0;0;14;6;3;0;1;13;1;50;6;60;21;0;4;30;1;6;1.33;1;2;1.14;1;301;31;5;5;1;3.1;3;0;1;1;5;0.5;0;0;8;3;5;17;1364106558;0;43;43
478;NameFieldAutoCompleter;0;0;0;1;2;8;1;5;56;10;0;0;6;36;25;3;5;188;96;35.4;42;23.4;1;9;8;13;6;2.91;3.78;428;126;29;29;19;13.1;0;0;1;1;5;0.1;0;0;62;0;8;38;1364106558;0;0;0
479;NameFormatter;0;0;0;0;9;4;1;20;85;6;1;0;6;22;9;2;5;204;72;27.8;33;38.7;1;5;10.8;12;6;2.9;5.4;568;96;24;24;35;26.7;2;0;7;7;75;2.6;0;0;52;3;4;19;1468368000;5;0;5
480;NameFormatterTab;0;2;0;2;13;10;0;14;124;10;5;0;12;66;17;4;5;346;164;4.3;134;9.2;3;5;7.93;5;5;2;1.5;279;247;44;11;11;4.3;1;37;5;4;73;1;1;0;119;2;12;55;1364106558;0;0;0
481;NativeDesktop;0;0;0;0;0;0;0;0;5;5;1;0;0;5;10;6;5;22;8;0;0;31.8;1;5;0;0;1;0.63;0;171;9;0;0;4;30.8;5;0;1;1;5;1.9;0;0;0;6;5;2;1458036065;0;4;4
482;NetworkTab;0;2;0;2;13;4;0;15;80;7;5;0;9;68;0;1;5;189;127;9.4;121;8.5;1;7;13.71;18;5;2.03;3.57;280;149;22;22;2;1.3;2;0;3;3;24;0.5;0;0;91;2;5;34;1359761910;0;0;0
483;NewDatabaseAction;0;0;0;0;0;0;0;0;12;2;0;0;9;13;0;1;2;38;23;0;14;10.5;1;2;4.5;1;2;0.96;1;151;27;2;2;2;6.9;1;0;1;1;5;0.6;0;0;9;2;2;15;1440751140;0;0;0
484;NewEntryAction;0;0;0;0;1;0;0;13;39;5;0;0;15;30;0;1;4;71;46;8.7;27;5.6;1;4;6.25;5;4;1.46;2;152;57;8;8;4;6.6;4;0;1;1;5;0.3;0;0;24;4;4;25;1440751140;0;0;0
485;NewSubDatabaseAction;0;0;0;0;0;0;0;1;12;2;0;0;13;24;0;1;2;49;29;3.4;19;8.2;1;2;6;2;3;1.07;1.5;153;35;3;3;2;5.4;1;0;1;1;5;0.5;0;0;12;2;2;22;1440751140;0;0;0
486;NewVersionDialog;0;0;0;0;0;0;0;0;25;4;6;0;8;37;6;2;1;110;71;0;48;13.6;2;2;13;1;4;1.57;1;216;75;2;2;0;0;2;0;2;2;245;10.9;0;0;51;2;1;1;1467115803;0;0;0
487;NoDocumentException;0;0;0;0;0;0;0;0;4;1;3;0;0;2;0;2;1;28;4;0;1;67.9;1;1;1;1;2;0.75;1;259;6;1;1;2;25;0;0;1;1;5;2.8;0;0;1;0;1;3;1459277251;0;0;0
488;NormalizeDateFormatter;0;0;0;0;1;0;0;5;26;9;1;0;2;20;36;6;8;89;33;9.1;13;23.6;1;8;2.13;3;4;1.42;1.38;461;56;13;13;15;21.1;0;0;2;2;15;0.9;0;0;17;1;8;4;1459521143;0;2;2
489;NormalizeMonthFormatter;0;0;0;0;0;0;0;1;11;6;1;0;4;11;15;6;6;42;21;9.5;5;0;1;5;2;3;3;1.29;1.4;462;33;8;8;0;0;1;0;1;1;5;0.5;0;0;9;1;5;4;1459521143;0;2;2
490;NormalizeNamesFormatter;0;0;0;0;0;0;0;1;10;6;1;0;3;10;15;5;6;53;16;0;4;34;1;5;1.2;1;2;1.06;1;463;27;5;5;1;3.6;0;0;1;1;5;0.6;0;0;6;1;5;3;1459521143;0;0;0
491;NormalizePagesFormatter;0;0;0;0;1;0;0;7;37;9;1;0;3;23;34;7;8;100;37;10.8;17;29;1;7;2.57;5;4;1.46;1.57;464;55;13;13;23;29.5;0;52;2;2;35;2.1;0;0;17;1;7;7;1459521143;0;2;2
492;NoSpaceBetweenAbbreviations;0;0;0;0;0;0;0;0;5;2;1;0;1;4;1;4;2;49;5;0;1;77.6;1;1;1;1;2;0.6;1;569;8;1;1;17;68;0;0;1;1;5;2.1;0;0;1;1;1;11;1364106558;0;0;0
493;NotFoundFormatter;0;0;0;0;0;0;0;0;7;3;1;0;2;9;0;1;3;43;11;0;1;44.2;1;3;1;1;2;0.91;1;570;16;2;2;2;11.1;1;0;1;1;5;1;0;0;3;2;2;13;1364106558;0;0;0
494;NotMatcher;0;0;0;0;0;0;0;0;6;2;1;0;2;5;0;2;2;27;10;0;2;25.9;1;2;1;1;2;0.7;1;634;14;2;2;5;26.3;1;0;1;1;5;1.2;0;0;2;2;2;2;1455726212;0;0;0
495;Number;0;0;0;0;0;0;0;0;8;3;1;0;2;5;3;1;3;36;7;0;1;55.6;1;2;0.5;1;2;0.57;1;571;12;2;2;3;20;0;0;1;1;5;1.4;0;0;1;1;2;12;1364106558;0;0;0
496;OAI2Fetcher;0;0;0;0;7;0;1;19;112;13;1;0;12;65;58;2;11;315;143;11.9;77;26.7;1;13;6.62;9;6;2.03;2.58;376;189;34;34;42;18.2;1;0;7;7;60;1.1;0;0;82;7;12;78;1364106558;3;0;3
497;OAI2Handler;0;0;4;4;5;10;0;11;65;6;2;0;1;23;0;2;6;121;64;21.9;45;18.2;1;6;7.83;16;4;2.13;3.5;346;80;22;22;4;4.8;1;0;5;4;62;2.6;0;1;47;2;6;25;1364106558;0;0;0
498;OOBibBase;0;0;1;1;95;38;8;297;875;36;1;0;66;236;372;3;16;1298;772;20.9;593;11.5;2;18.5;10.38;13;9+;2.86;3.56;260;1006;212;106;122;10.8;12;0;98;94;3265;10.8;0;4;613;15;39;82;1364106558;0;0;0
499;OOBibStyle;0;0;0;0;99;31;5;77;495;45;1;0;13;116;770;9;29;930;483;20.3;285;25.8;4;10.5;8.24;22;8;2.47;3.57;609;614;148;74;157;20.4;8;0;15;15;260;1.4;0;0;329;20;36;79;1364106558;2;0;2
500;OOCalcDatabase;0;0;1;1;2;5;0;47;84;5;1;0;9;35;6;1;2;222;163;0;188;12.6;1;1;141;0;2;1.75;0;53;178;7;7;10;5.3;1;94;6;6;55;1;0;0;144;1;4;42;1364106558;0;0;0
501;OOPreFormatter;0;0;0;0;32;15;3;44;134;4;1;0;3;26;4;5;2;245;135;40.7;61;28.2;1;2;62.5;41;8;4.39;25.5;610;162;44;44;47;22.5;0;72;12;12;204;4.2;0;0;102;1;2;37;1364106558;3;0;3
502;OOUtil;0;0;0;0;0;10;3;43;119;8;1;0;16;40;26;1;6;303;143;26.6;97;20.8;2;3.5;15;23;4;2.15;6.71;611;203;41;20.5;41;16.8;5;0;35;35;1299;21.3;0;0;95;8;7;47;1364106558;0;0;0
503;OpenBrowserAction;0;0;0;0;0;0;0;0;17;3;2;0;1;7;0;1;3;49;19;0;6;32.7;1;3;2.67;1;2;1.05;1;154;24;3;3;10;29.4;1;0;1;1;5;0.7;0;0;8;3;3;1;1467971834;0;0;0
504;OpenDatabaseAction;0;0;1;1;35;16;2;30;176;15;0;0;35;115;43;10;8;411;165;0;216;18.5;1;0;0;0;2;1.49;0;347;288;60;60;45;13.5;3;0;11;10;104;1.2;0;1;160;8;10;135;1364106558;0;6;6
505;OpenDocumentRepresentation;0;0;1;1;2;5;0;49;92;5;1;0;9;34;4;1;2;229;169;0;190;11.8;1;1;146;0;2;1.75;0;54;184;8;8;9;4.7;1;96;6;6;55;1;0;0;149;1;4;43;1364106558;0;0;0
506;OpenDocumentSpreadsheetCreator;0;0;1;2;7;0;0;19;68;8;0;0;7;57;22;1;2;167;93;8.6;54;17.4;4;2;6.75;4;5;1.7;2.25;55;116;16;16;10;7.9;0;28;6;4;45;1.3;0;2;53;2;7;37;1364106558;0;0;0
507;OpenFileFilter;0;0;0;1;2;0;1;4;31;6;2;0;0;27;11;1;5;98;39;10.3;28;21.4;1;6;3.83;3;3;1.59;2;124;63;13;13;6;8.7;3;0;1;1;5;0.3;0;0;23;3;5;29;1364106558;0;0;0
508;OpenOfficeDocumentCreator;0;0;1;1;7;0;0;7;53;8;0;0;6;47;22;1;2;149;80;7.5;41;18.1;4;2.25;4.78;4;5;1.55;1.89;56;103;15;15;8;7.2;0;28;4;2;35;1.1;0;2;43;2;7;36;1364106558;0;0;0
509;OpenOfficeFileSearch;0;0;1;1;7;0;0;12;54;7;1;0;1;28;9;1;7;136;59;30.5;36;25.7;1;5;8.4;8;6;2.34;4.8;612;86;32;32;14;14;4;0;3;3;28;1.1;0;0;53;7;6;9;1459277251;0;0;0
510;OpenOfficePanel;0;0;0;1;15;29;3;106;313;49;0;0;46;210;678;3;6;705;446;11.7;426;4.1;3;10.33;10.84;16;6;2.27;3.3;261;586;78;39;12;2;4;0;14;14;307;1.7;0;0;325;5;21;120;1313948001;0;0;0
511;OpenOfficePreferences;0;0;0;0;0;0;0;0;53;20;1;0;2;33;0;6;20;139;63;1.6;30;19.4;1;20;1.35;4;3;1.37;1.15;613;87;25;25;9;9.4;20;0;1;1;5;0.2;0;0;27;21;20;11;1459277251;45;13;58
512;Ordinal;0;0;0;0;0;0;0;5;18;3;1;0;1;17;1;2;2;62;31;35.5;9;30.6;1;1;24;7;5;2.87;7;572;37;7;7;2;5.1;0;0;2;2;25;2.3;0;0;20;1;1;4;1468368000;0;0;0
513;OrdinalsToSuperscriptFormatter;0;0;0;0;0;0;0;1;14;7;1;0;2;14;19;4;6;80;23;4.3;7;37.5;1;5;1.8;2;3;1.13;1.2;465;36;7;7;10;21.7;0;25;2;2;25;2.3;0;0;9;1;5;3;1459521143;0;0;0
514;OrMatcher;0;0;0;0;3;0;0;0;8;2;0;0;3;7;1;2;2;41;10;20;1;51.2;1;1;5;3;4;1.4;3;635;15;3;3;4;21.1;0;0;1;1;5;1.1;0;0;6;1;1;1;1455726212;0;0;0
515;OS;0;0;0;1;1;0;0;0;8;2;1;0;0;6;1;22;1;28;6;0;5;67.9;1;0;0;0;1;0.67;0;648;7;0;0;2;22.2;0;0;2;2;35;16.7;0;0;0;1;0;17;1439372242;0;5;5
516;OSX;0;0;0;0;1;0;1;11;33;6;1;0;3;23;15;1;6;47;25;8;21;2.1;1;5;2.4;4;3;1.28;1.6;172;38;9;9;1;2.6;1;0;2;2;13;1.1;0;0;11;1;5;13;1457989677;0;0;0
517;OSXCompatibleToolbar;0;0;0;0;1;0;1;1;17;5;5;1;1;11;10;10;5;39;19;10.5;5;0;1;5;1.6;3;4;1.32;1.4;123;28;7;7;0;0;4;0;2;2;10;1.2;0;0;8;4;5;3;1453833310;0;0;0
518;OutputPrinter;0;0;0;0;0;0;0;0;6;3;1;0;0;3;3;24;3;26;5;0;0;57.7;1;3;0;0;1;0.6;0;348;6;0;0;0;0;4;0;1;1;5;2.8;0;0;0;4;3;9;1364106558;0;0;0
519;OverlayPanel;0;0;0;0;2;0;0;0;20;2;5;0;0;20;0;1;2;84;30;0;21;36.9;1;1;17;0;2;1.2;0;319;37;4;4;2;5.1;1;0;1;1;5;0.5;0;0;18;2;2;15;1364106558;0;0;0
520;OvidImporter;0;0;1;1;13;17;1;138;219;8;0;0;5;47;24;3;6;259;152;23.7;162;13.5;1;6;20.5;35;6;3.45;8;396;191;50;50;16;7.7;0;18;22;17;189;3.3;5;0;123;1;6;58;1364106558;0;0;0
521;PageNumbers;0;0;0;0;0;0;0;15;38;6;1;0;0;21;7;4;4;75;40;12.5;23;20;1;5;4.8;3;3;1.72;2;593;50;9;9;0;0;4;0;1;1;5;0.3;0;0;22;4;5;22;1364106558;0;0;0
522;ParamLayoutFormatter;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;12;1;35;3;0;0;80;1;1;0;0;1;0.33;0;525;4;0;0;9;69.2;0;0;2;2;7;5.8;0;0;0;2;1;11;1364106558;0;0;0
523;ParsedFileField;0;0;0;0;0;0;0;0;23;9;1;0;0;17;0;15;8;68;34;11.8;9;0;1;8;2.38;5;4;1.74;1.5;703;54;13;13;0;0;3;0;1;1;5;0.3;0;0;19;3;5;1;1460037394;0;0;0
524;ParseException;0;0;0;0;0;0;0;0;7;2;3;0;0;4;1;19;2;29;6;0;2;55.2;1;2;1;1;2;1;1;397;9;2;2;0;0;3;0;1;1;5;1.9;0;0;2;3;2;1;1461951533;0;3;3
525;ParserResult;0;0;0;0;0;0;0;0;61;28;1;0;4;42;316;94;27;191;86;2.3;20;21.5;1;27;1.22;2;3;1.23;1.07;349;116;15;15;11;8.7;9;0;2;2;5;0.1;0;0;33;14;13;58;1364106558;0;0;0
526;ParserResultWarningDialog;0;0;0;0;10;0;1;5;19;3;1;0;4;26;3;4;3;98;38;13.2;24;39.8;2;1.5;8.67;6;4;1.62;2.67;125;48;8;8;15;23.8;0;0;2;2;35;2.4;0;0;24;3;2;6;1450447217;0;0;0
527;PasteAction;0;0;0;0;0;0;0;2;11;2;2;0;5;12;0;3;2;45;26;7.7;13;8.9;1;2;6;3;3;1.15;2;155;32;5;5;4;11.1;2;0;1;1;5;0.5;0;0;12;2;2;10;1440751140;0;0;0
528;PdfContentImporter;0;0;1;2;43;22;3;88;242;16;0;0;15;75;98;5;7;607;318;28.6;189;21.6;1;15;18.13;62;9+;3.64;12.07;398;414;111;111;104;20.1;0;0;30;28;291;2.3;2;0;254;1;14;71;1364106558;0;0;0
529;PdfFileFilter;0;0;0;0;1;0;0;0;12;5;1;0;0;12;10;1;3;45;15;6.7;9;33.3;1;3;2.33;4;3;1.27;2;706;21;7;7;0;0;2;0;1;1;5;0.8;0;0;7;2;3;15;1364106558;0;3;3
530;PdfImporter;0;0;0;2;15;10;3;44;142;8;1;0;34;94;0;3;2;309;176;15.3;119;18.1;2;4.5;9.67;4;6;2.25;2.22;707;208;35;17.5;32;13.3;3;0;2;2;19;0.3;0;0;118;5;8;95;1304853770;92;0;92
531;PdfXmpImporter;0;0;0;0;0;0;0;0;16;9;0;0;4;19;36;4;8;91;35;2.9;13;24.2;1;8;1.88;2;3;1.14;1.13;399;57;13;13;3;5;0;0;4;2;15;0.9;2;0;14;1;8;27;1364106558;0;0;0
532;PersistenceTableColumnListener;0;0;0;1;3;0;1;16;46;8;1;0;3;31;6;1;6;147;49;10.2;26;36.7;1;7;3.71;6;5;1.63;1.86;244;66;13;13;20;23.3;0;0;1;1;5;0.3;0;0;25;2;7;23;1364106558;0;3;3
533;PersonName;0;0;0;0;3;0;0;13;51;13;1;0;2;30;6;3;12;143;64;15.6;32;21.7;1;13;3.31;7;4;1.84;2;594;88;19;19;11;11.1;4;0;2;2;10;0.4;0;0;42;5;7;36;1364106558;0;0;0
534;PositionWindow;0;0;0;0;0;0;0;21;57;3;1;0;3;21;0;8;3;126;63;14.3;28;21.4;2;2.5;8.8;10;5;2.2;2.8;312;79;12;12;8;9.2;4;0;1;1;5;0.2;0;0;39;4;3;8;1446381784;0;0;0
535;PostgreSQL;0;0;0;0;0;0;0;3;27;9;1;0;7;27;36;1;6;147;45;37.8;16;0.7;1;7;3.86;9;4;1.93;2.14;733;128;22;22;1;0.8;1;82;10;10;79;2.1;0;0;19;1;7;1;1460967089;0;0;0
536;PostOpenAction;0;0;0;0;0;0;0;0;5;2;1;0;2;2;1;5;2;52;5;0;0;80.8;1;2;0;0;1;0.4;0;350;6;0;0;18;75;0;0;1;1;5;2.8;0;0;0;3;2;8;1364106558;0;1;1
537;PreambleChange;0;0;0;0;2;0;1;1;25;3;0;0;7;16;0;1;3;68;33;9.1;35;22.1;1;3;5.67;6;3;1.33;2.67;29;41;7;7;0;0;0;0;1;1;5;0.4;0;0;16;0;3;25;1364106558;11;0;11
538;PreambleEditor;0;1;0;2;4;0;0;20;95;10;6;0;17;46;11;9;4;251;133;6;99;9.6;8;2.13;4.59;9;5;1.87;1.65;126;173;26;4.3;7;3.9;2;33;3;3;265;5.1;0;0;71;2;13;55;1364106558;0;0;0
